from	to	combined_score	label
Gene_10970	Gene_57142	0	False
Gene_10970	Gene_84870	0	False
Gene_10970	Gene_7001	0	False
Gene_10970	Gene_2139	0	False
Gene_10970	Gene_7204	0	False
Gene_10970	Gene_8428	0	False
Gene_10970	Gene_84674	0	False
Gene_10970	Gene_10804	0	False
Gene_10970	Gene_23456	0	False
Gene_10970	Gene_27022	0	False
Gene_10970	Gene_8805	0	False
Gene_10970	Gene_51561	0	False
Gene_10970	Gene_699	0	False
Gene_10970	Gene_6383	0	False
Gene_10970	Gene_2006	0	False
Gene_53358	Gene_2020	0	False
Gene_53358	Gene_6372	0	False
Gene_53358	Gene_51062	0	False
Gene_53358	Gene_3312	0	False
Gene_53358	Gene_10927	0	False
Gene_53358	Gene_8644	0	False
Gene_53358	Gene_799	0	False
Gene_53358	Gene_27342	0	False
Gene_53358	Gene_4171	0	False
Gene_53358	Gene_4830	0	False
Gene_53358	Gene_10642	0	False
Gene_53358	Gene_186	0	False
Gene_53358	Gene_9536	0	False
Gene_53358	Gene_23498	0	False
Gene_53358	Gene_2475	0	False
Gene_53358	Gene_6895	0	False
Gene_168667	Gene_4758	0	False
Gene_168667	Gene_4194	0	False
Gene_168667	Gene_1978	0	False
Gene_168667	Gene_3211	0	False
Gene_168667	Gene_133418	0	False
Gene_168667	Gene_3914	0	False
Gene_168667	Gene_2013	0	False
Gene_168667	Gene_11187	0	False
Gene_168667	Gene_7850	0	False
Gene_168667	Gene_5267	0	False
Gene_168667	Gene_8655	0	False
Gene_168667	Gene_2354	0	False
Gene_168667	Gene_29979	0	False
Gene_168667	Gene_84662	0	False
Gene_168667	Gene_3589	0	False
Gene_168667	Gene_6423	0	False
Gene_4756	Gene_2023	0	False
Gene_4756	Gene_11197	0	False
Gene_4756	Gene_3216	0	False
Gene_4756	Gene_1545	0	False
Gene_4756	Gene_7010	0	False
Gene_4756	Gene_1812	0	False
Gene_4756	Gene_246778	0	False
Gene_4756	Gene_4690	0	False
Gene_4756	Gene_9423	0	False
Gene_4756	Gene_55503	0	False
Gene_4756	Gene_51422	0	False
Gene_4756	Gene_3746	0	False
Gene_4756	Gene_468	0	False
Gene_4756	Gene_1540	0	False
Gene_4756	Gene_7702	0	False
Gene_4756	Gene_57822	0	False
Gene_25805	Gene_9333	0	False
Gene_25805	Gene_2250	0	False
Gene_25805	Gene_30813	0	False
Gene_25805	Gene_5819	0	False
Gene_25805	Gene_3609	0	False
Gene_25805	Gene_23135	0	False
Gene_25805	Gene_191	0	False
Gene_25805	Gene_4758	0	False
Gene_25805	Gene_8503	0	False
Gene_25805	Gene_2157	0	False
Gene_25805	Gene_8452	0	False
Gene_25805	Gene_2252	0	False
Gene_25805	Gene_5524	0	False
Gene_25805	Gene_1947	0	False
Gene_25805	Gene_51155	0	False
Gene_25805	Gene_9401	0	False
Gene_7546	Gene_79733	0	False
Gene_7546	Gene_5787	0	False
Gene_7546	Gene_9965	0	False
Gene_7546	Gene_79441	0	False
Gene_7546	Gene_858	0	False
Gene_7546	Gene_5781	0	False
Gene_7546	Gene_2104	0	False
Gene_7546	Gene_79693	0	False
Gene_7546	Gene_8573	0	False
Gene_7546	Gene_3248	0	False
Gene_7546	Gene_1750	0	False
Gene_7546	Gene_23657	0	False
Gene_7546	Gene_9075	0	False
Gene_7546	Gene_11186	0	False
Gene_7546	Gene_3916	0	False
Gene_7546	Gene_6926	0	False
Gene_8573	Gene_1601	0	False
Gene_8573	Gene_4248	0	False
Gene_8573	Gene_11095	0	False
Gene_8573	Gene_23627	0	False
Gene_8573	Gene_968	0	False
Gene_8573	Gene_80331	0	False
Gene_8573	Gene_57124	0	False
Gene_8573	Gene_25996	0	False
Gene_8573	Gene_51441	0	False
Gene_8573	Gene_5317	0	False
Gene_8573	Gene_23299	0	False
Gene_8573	Gene_1364	0	False
Gene_8573	Gene_1432	0	False
Gene_8573	Gene_5604	0	False
Gene_8573	Gene_51561	0	False
Gene_8573	Gene_80279	0	False
Gene_5420	Gene_1356	0	False
Gene_5420	Gene_3589	0	False
Gene_5420	Gene_23389	0	False
Gene_5420	Gene_2781	0	False
Gene_5420	Gene_596	0	False
Gene_5420	Gene_341	0	False
Gene_5420	Gene_5255	0	False
Gene_5420	Gene_1788	0	False
Gene_5420	Gene_4152	0	False
Gene_5420	Gene_4615	0	False
Gene_5420	Gene_23209	0	False
Gene_5420	Gene_8291	0	False
Gene_5420	Gene_55661	0	False
Gene_5420	Gene_10468	0	False
Gene_5420	Gene_6850	0	False
Gene_5420	Gene_7046	0	False
Gene_5590	Gene_10493	0	False
Gene_5590	Gene_3850	0	False
Gene_5590	Gene_140803	0	False
Gene_5590	Gene_94241	0	False
Gene_5590	Gene_2099	0	False
Gene_5590	Gene_51339	0	False
Gene_5590	Gene_10509	0	False
Gene_5590	Gene_4175	0	False
Gene_5590	Gene_9557	0	False
Gene_5590	Gene_9843	0	False
Gene_5590	Gene_6502	0	False
Gene_5590	Gene_10926	0	False
Gene_5590	Gene_5121	0	False
Gene_5590	Gene_6780	0	False
Gene_5590	Gene_6734	0	False
Gene_5590	Gene_4803	0	False
Gene_2516	Gene_5157	0	False
Gene_2516	Gene_1856	0	False
Gene_2516	Gene_3248	0	False
Gene_2516	Gene_83985	0	False
Gene_2516	Gene_2781	0	False
Gene_2516	Gene_6895	0	False
Gene_2516	Gene_2878	0	False
Gene_2516	Gene_2113	0	False
Gene_2516	Gene_83903	0	False
Gene_2516	Gene_10257	0	False
Gene_2516	Gene_57530	0	False
Gene_2516	Gene_27429	0	False
Gene_2516	Gene_826	0	False
Gene_2516	Gene_23512	0	False
Gene_2516	Gene_2157	0	False
Gene_2516	Gene_9788	0	False
Gene_367	Gene_5524	0	False
Gene_367	Gene_8767	0	False
Gene_367	Gene_259217	0	False
Gene_367	Gene_92610	0	False
Gene_367	Gene_2331	0	False
Gene_367	Gene_3373	0	False
Gene_367	Gene_636	0	False
Gene_367	Gene_5104	0	False
Gene_367	Gene_5787	0	False
Gene_367	Gene_8725	0	False
Gene_367	Gene_9101	0	False
Gene_367	Gene_5817	0	False
Gene_367	Gene_8846	0	False
Gene_367	Gene_3953	0	False
Gene_367	Gene_5106	0	False
Gene_367	Gene_4128	0	False
Gene_1647	Gene_123	0	False
Gene_1647	Gene_6138	0	False
Gene_1647	Gene_8324	0	False
Gene_1647	Gene_27302	0	False
Gene_1647	Gene_27342	0	False
Gene_1647	Gene_79444	0	False
Gene_1647	Gene_6910	0	False
Gene_1647	Gene_60468	0	False
Gene_1647	Gene_56648	0	False
Gene_1647	Gene_51474	0	False
Gene_1647	Gene_1024	0	False
Gene_1647	Gene_3491	0	False
Gene_1647	Gene_4646	0	False
Gene_1647	Gene_8826	0	False
Gene_1647	Gene_10461	0	False
Gene_1647	Gene_5062	0	False
Gene_1791	Gene_4223	0	False
Gene_1791	Gene_51450	0	False
Gene_1791	Gene_8895	0	False
Gene_1791	Gene_4858	0	False
Gene_1791	Gene_5580	0	False
Gene_1791	Gene_10135	0	False
Gene_1791	Gene_284	0	False
Gene_1791	Gene_26166	0	False
Gene_1791	Gene_6097	0	False
Gene_1791	Gene_85407	0	False
Gene_1791	Gene_6898	0	False
Gene_1791	Gene_1147	0	False
Gene_1791	Gene_9619	0	False
Gene_1791	Gene_84171	0	False
Gene_1791	Gene_682	0	False
Gene_1791	Gene_6820	0	False
Gene_8451	Gene_7037	0	False
Gene_8451	Gene_4756	0	False
Gene_8451	Gene_27005	0	False
Gene_8451	Gene_5684	0	False
Gene_8451	Gene_9123	0	False
Gene_8451	Gene_55781	0	False
Gene_8451	Gene_330	0	False
Gene_8451	Gene_3383	0	False
Gene_8451	Gene_11235	0	False
Gene_8451	Gene_5079	0	False
Gene_8451	Gene_9788	0	False
Gene_8451	Gene_64795	0	False
Gene_8451	Gene_26234	0	False
Gene_8451	Gene_4864	0	False
Gene_8451	Gene_5506	0	False
Gene_8451	Gene_9066	0	False
Gene_1164	Gene_3680	0	False
Gene_1164	Gene_8841	0	False
Gene_1164	Gene_246778	0	False
Gene_1164	Gene_11201	0	False
Gene_1164	Gene_54345	0	False
Gene_1164	Gene_26276	0	False
Gene_1164	Gene_4790	0	False
Gene_1164	Gene_9622	0	False
Gene_1164	Gene_3066	0	False
Gene_1164	Gene_4087	0	False
Gene_1164	Gene_22863	0	False
Gene_1164	Gene_2719	0	False
Gene_1164	Gene_151306	0	False
Gene_1164	Gene_567	0	False
Gene_1164	Gene_79727	0	False
Gene_1164	Gene_4686	0	False
Gene_10111	Gene_9927	0	False
Gene_10111	Gene_1478	0	False
Gene_10111	Gene_5339	0	False
Gene_10111	Gene_5698	0	False
Gene_10111	Gene_4154	0	False
Gene_10111	Gene_7145	0	False
Gene_10111	Gene_25855	0	False
Gene_10111	Gene_117145	0	False
Gene_10111	Gene_81605	0	False
Gene_10111	Gene_3563	0	False
Gene_10111	Gene_80237	0	False
Gene_10111	Gene_84695	0	False
Gene_10111	Gene_9806	0	False
Gene_10111	Gene_3066	0	False
Gene_10111	Gene_10576	0	False
Gene_10111	Gene_5467	0	False
Gene_84515	Gene_84678	0	False
Gene_84515	Gene_388789	0	False
Gene_84515	Gene_462	0	False
Gene_84515	Gene_284654	0	False
Gene_84515	Gene_8878	0	False
Gene_84515	Gene_8821	0	False
Gene_84515	Gene_7159	0	False
Gene_84515	Gene_10333	0	False
Gene_84515	Gene_3605	0	False
Gene_84515	Gene_57381	0	False
Gene_84515	Gene_91544	0	False
Gene_84515	Gene_1277	0	False
Gene_84515	Gene_3849	0	False
Gene_84515	Gene_79633	0	False
Gene_84515	Gene_114548	0	False
Gene_84515	Gene_26060	0	False
Gene_55132	Gene_7533	0	False
Gene_55132	Gene_1674	0	False
Gene_55132	Gene_3670	0	False
Gene_55132	Gene_890	0	False
Gene_55132	Gene_1654	0	False
Gene_55132	Gene_1812	0	False
Gene_55132	Gene_8837	0	False
Gene_55132	Gene_3622	0	False
Gene_55132	Gene_7301	0	False
Gene_55132	Gene_9787	0	False
Gene_55132	Gene_57402	0	False
Gene_55132	Gene_1636	0	False
Gene_55132	Gene_4008	0	False
Gene_55132	Gene_1511	0	False
Gene_55132	Gene_1750	0	False
Gene_55132	Gene_831	0	False
Gene_50943	Gene_818	0	False
Gene_50943	Gene_5972	0	False
Gene_50943	Gene_4193	0	False
Gene_50943	Gene_3645	0	False
Gene_50943	Gene_8904	0	False
Gene_50943	Gene_7086	0	False
Gene_50943	Gene_3426	0	False
Gene_50943	Gene_8611	0	False
Gene_50943	Gene_84289	0	False
Gene_50943	Gene_9101	0	False
Gene_50943	Gene_10533	0	False
Gene_50943	Gene_84962	0	False
Gene_50943	Gene_5328	0	False
Gene_50943	Gene_5367	0	False
Gene_50943	Gene_5465	0	False
Gene_50943	Gene_590	0	False
Gene_538	Gene_10344	0	False
Gene_538	Gene_7402	0	False
Gene_538	Gene_1399	0	False
Gene_538	Gene_1464	0	False
Gene_538	Gene_1788	0	False
Gene_538	Gene_55102	0	False
Gene_538	Gene_10516	0	False
Gene_538	Gene_55833	0	False
Gene_538	Gene_712	0	False
Gene_538	Gene_3371	0	False
Gene_538	Gene_4638	0	False
Gene_538	Gene_8766	0	False
Gene_538	Gene_3248	0	False
Gene_538	Gene_10252	0	False
Gene_538	Gene_154796	0	False
Gene_538	Gene_10482	0	False
Gene_8516	Gene_8611	0	False
Gene_8516	Gene_246330	0	False
Gene_8516	Gene_5629	0	False
Gene_8516	Gene_7804	0	False
Gene_8516	Gene_3203	0	False
Gene_8516	Gene_4286	0	False
Gene_8516	Gene_124872	0	False
Gene_8516	Gene_6272	0	False
Gene_8516	Gene_4616	0	False
Gene_8516	Gene_10561	0	False
Gene_8516	Gene_64132	0	False
Gene_8516	Gene_8554	0	False
Gene_8516	Gene_5906	0	False
Gene_8516	Gene_27286	0	False
Gene_8516	Gene_3664	0	False
Gene_8516	Gene_728	0	False
Gene_2131	Gene_1361	0	False
Gene_2131	Gene_10481	0	False
Gene_2131	Gene_6367	0	False
Gene_2131	Gene_1909	0	False
Gene_2131	Gene_80854	0	False
Gene_2131	Gene_6352	0	False
Gene_2131	Gene_3205	0	False
Gene_2131	Gene_1212	0	False
Gene_2131	Gene_5366	0	False
Gene_2131	Gene_8817	0	False
Gene_2131	Gene_596	0	False
Gene_2131	Gene_29116	0	False
Gene_2131	Gene_5743	0	False
Gene_2131	Gene_1655	0	False
Gene_2131	Gene_5834	0	False
Gene_2131	Gene_836	0	False
Gene_57144	Gene_6609	0	False
Gene_57144	Gene_5692	0	False
Gene_57144	Gene_7060	0	False
Gene_57144	Gene_7432	0	False
Gene_57144	Gene_2057	0	False
Gene_57144	Gene_3309	0	False
Gene_57144	Gene_8454	0	False
Gene_57144	Gene_10262	0	False
Gene_57144	Gene_1056	0	False
Gene_57144	Gene_26471	0	False
Gene_57144	Gene_8038	0	False
Gene_57144	Gene_30001	0	False
Gene_57144	Gene_9401	0	False
Gene_57144	Gene_9429	0	False
Gene_57144	Gene_3784	0	False
Gene_57144	Gene_2251	0	False
Gene_126792	Gene_6403	0	False
Gene_126792	Gene_3093	0	False
Gene_126792	Gene_26018	0	False
Gene_126792	Gene_80237	0	False
Gene_126792	Gene_1729	0	False
Gene_126792	Gene_6690	0	False
Gene_126792	Gene_51773	0	False
Gene_126792	Gene_493829	0	False
Gene_126792	Gene_55209	0	False
Gene_126792	Gene_4653	0	False
Gene_126792	Gene_338557	0	False
Gene_126792	Gene_8785	0	False
Gene_126792	Gene_6496	0	False
Gene_126792	Gene_63893	0	False
Gene_126792	Gene_23438	0	False
Gene_126792	Gene_5295	0	False
Gene_4878	Gene_5586	0	False
Gene_4878	Gene_4783	0	False
Gene_4878	Gene_1308	0	False
Gene_4878	Gene_56616	0	False
Gene_4878	Gene_29117	0	False
Gene_4878	Gene_11199	0	False
Gene_4878	Gene_759	0	False
Gene_4878	Gene_6331	0	False
Gene_4878	Gene_56670	0	False
Gene_4878	Gene_57126	0	False
Gene_4878	Gene_2886	0	False
Gene_4878	Gene_3364	0	False
Gene_4878	Gene_5502	0	False
Gene_4878	Gene_9833	0	False
Gene_4878	Gene_116173	0	False
Gene_4878	Gene_361	0	False
Gene_1910	Gene_5111	0	False
Gene_1910	Gene_3175	0	False
Gene_1910	Gene_9590	0	False
Gene_1910	Gene_9902	0	False
Gene_1910	Gene_10075	0	False
Gene_1910	Gene_10112	0	False
Gene_1910	Gene_9567	0	False
Gene_1910	Gene_5444	0	False
Gene_1910	Gene_6513	0	False
Gene_1910	Gene_6934	0	False
Gene_1910	Gene_2145	0	False
Gene_1910	Gene_27286	0	False
Gene_1910	Gene_64795	0	False
Gene_1910	Gene_246	0	False
Gene_1910	Gene_79971	0	False
Gene_1910	Gene_10131	0	False
Gene_64780	Gene_7855	0	False
Gene_64780	Gene_3458	0	False
Gene_64780	Gene_190	0	False
Gene_64780	Gene_55294	0	False
Gene_64780	Gene_3459	0	False
Gene_64780	Gene_4145	0	False
Gene_64780	Gene_55781	0	False
Gene_64780	Gene_10493	0	False
Gene_64780	Gene_83937	0	False
Gene_64780	Gene_5725	0	False
Gene_64780	Gene_8828	0	False
Gene_64780	Gene_10098	0	False
Gene_64780	Gene_56999	0	False
Gene_64780	Gene_55272	0	False
Gene_64780	Gene_3958	0	False
Gene_64780	Gene_10488	0	False
Gene_3207	Gene_246	0	False
Gene_3207	Gene_10980	0	False
Gene_3207	Gene_165140	0	False
Gene_3207	Gene_84515	0	False
Gene_3207	Gene_874	0	False
Gene_3207	Gene_5210	0	False
Gene_3207	Gene_9780	0	False
Gene_3207	Gene_7249	0	False
Gene_3207	Gene_4803	0	False
Gene_3207	Gene_7317	0	False
Gene_3207	Gene_23600	0	False
Gene_3207	Gene_22914	0	False
Gene_3207	Gene_9175	0	False
Gene_3207	Gene_8780	0	False
Gene_3207	Gene_54900	0	False
Gene_3207	Gene_79924	0	False
Gene_4303	Gene_2209	0	False
Gene_4303	Gene_10140	0	False
Gene_4303	Gene_10979	0	False
Gene_4303	Gene_6696	0	False
Gene_4303	Gene_51366	0	False
Gene_4303	Gene_240	0	False
Gene_4303	Gene_23762	0	False
Gene_4303	Gene_29899	0	False
Gene_4303	Gene_643394	0	False
Gene_4303	Gene_2556	0	False
Gene_4303	Gene_8722	0	False
Gene_4303	Gene_2255	0	False
Gene_4303	Gene_28231	0	False
Gene_4303	Gene_5136	0	False
Gene_4303	Gene_2823	0	False
Gene_4303	Gene_2778	0	False
Gene_5081	Gene_84951	0	False
Gene_5081	Gene_55742	0	False
Gene_5081	Gene_154	0	False
Gene_5081	Gene_896	0	False
Gene_5081	Gene_799	0	False
Gene_5081	Gene_5409	0	False
Gene_5081	Gene_1387	0	False
Gene_5081	Gene_374	0	False
Gene_5081	Gene_56998	0	False
Gene_5081	Gene_81858	0	False
Gene_5081	Gene_81610	0	False
Gene_5081	Gene_4040	0	False
Gene_5081	Gene_387893	0	False
Gene_5081	Gene_7424	0	False
Gene_5081	Gene_167227	0	False
Gene_5081	Gene_9542	0	False
Gene_11278	Gene_79954	0	False
Gene_11278	Gene_4837	0	False
Gene_11278	Gene_10013	0	False
Gene_11278	Gene_3360	0	False
Gene_11278	Gene_79682	0	False
Gene_11278	Gene_7832	0	False
Gene_11278	Gene_6256	0	False
Gene_11278	Gene_3399	0	False
Gene_11278	Gene_2053	0	False
Gene_11278	Gene_7204	0	False
Gene_11278	Gene_3055	0	False
Gene_11278	Gene_9843	0	False
Gene_11278	Gene_51477	0	False
Gene_11278	Gene_2157	0	False
Gene_11278	Gene_9290	0	False
Gene_11278	Gene_5928	0	False
Gene_51393	Gene_3714	0	False
Gene_51393	Gene_4289	0	False
Gene_51393	Gene_65009	0	False
Gene_51393	Gene_51393	0	False
Gene_51393	Gene_30009	0	False
Gene_51393	Gene_10501	0	False
Gene_51393	Gene_23473	0	False
Gene_51393	Gene_4325	0	False
Gene_51393	Gene_10188	0	False
Gene_51393	Gene_8991	0	False
Gene_51393	Gene_81858	0	False
Gene_51393	Gene_83871	0	False
Gene_51393	Gene_1025	0	False
Gene_51393	Gene_11235	0	False
Gene_51393	Gene_84557	0	False
Gene_51393	Gene_5304	0	False
Gene_3274	Gene_3487	0	False
Gene_3274	Gene_23603	0	False
Gene_3274	Gene_9425	0	False
Gene_3274	Gene_57580	0	False
Gene_3274	Gene_6532	0	False
Gene_3274	Gene_57162	0	False
Gene_3274	Gene_5728	0	False
Gene_3274	Gene_1103	0	False
Gene_3274	Gene_5888	0	False
Gene_3274	Gene_1829	0	False
Gene_3274	Gene_6299	0	False
Gene_3274	Gene_6426	0	False
Gene_3274	Gene_3055	0	False
Gene_3274	Gene_10389	0	False
Gene_3274	Gene_56832	0	False
Gene_3274	Gene_65083	0	False
Gene_7222	Gene_7134	0	False
Gene_7222	Gene_57192	0	False
Gene_7222	Gene_8664	0	False
Gene_7222	Gene_7004	0	False
Gene_7222	Gene_983	0	False
Gene_7222	Gene_3060	0	False
Gene_7222	Gene_4650	0	False
Gene_7222	Gene_3796	0	False
Gene_7222	Gene_7021	0	False
Gene_7222	Gene_3146	0	False
Gene_7222	Gene_5742	0	False
Gene_7222	Gene_8671	0	False
Gene_7222	Gene_146433	0	False
Gene_7222	Gene_10155	0	False
Gene_7222	Gene_5467	0	False
Gene_7222	Gene_440275	0	False
Gene_3290	Gene_9479	0	False
Gene_3290	Gene_4756	0	False
Gene_3290	Gene_6138	0	False
Gene_3290	Gene_27101	0	False
Gene_3290	Gene_10558	0	False
Gene_3290	Gene_30846	0	False
Gene_3290	Gene_427	0	False
Gene_3290	Gene_246778	0	False
Gene_3290	Gene_898	0	False
Gene_3290	Gene_146433	0	False
Gene_3290	Gene_261726	0	False
Gene_3290	Gene_23566	0	False
Gene_3290	Gene_1363	0	False
Gene_3290	Gene_161176	0	False
Gene_3290	Gene_2318	0	False
Gene_3290	Gene_5641	0	False
Gene_2941	Gene_9031	0	False
Gene_2941	Gene_23022	0	False
Gene_2941	Gene_3572	0	False
Gene_2941	Gene_6943	0	False
Gene_2941	Gene_83990	0	False
Gene_2941	Gene_6788	0	False
Gene_2941	Gene_80854	0	False
Gene_2941	Gene_3207	0	False
Gene_2941	Gene_650	0	False
Gene_2941	Gene_84433	0	False
Gene_2941	Gene_7490	0	False
Gene_2941	Gene_5090	0	False
Gene_2941	Gene_9682	0	False
Gene_2941	Gene_51582	0	False
Gene_2941	Gene_29904	0	False
Gene_2941	Gene_9453	0	False
Gene_8128	Gene_60312	0	False
Gene_8128	Gene_6497	0	False
Gene_8128	Gene_10459	0	False
Gene_8128	Gene_3589	0	False
Gene_8128	Gene_23471	0	False
Gene_8128	Gene_90	0	False
Gene_8128	Gene_840	0	False
Gene_8128	Gene_581	0	False
Gene_8128	Gene_8733	0	False
Gene_8128	Gene_10062	0	False
Gene_8128	Gene_4738	0	False
Gene_8128	Gene_8535	0	False
Gene_8128	Gene_3655	0	False
Gene_8128	Gene_1488	0	False
Gene_8128	Gene_5898	0	False
Gene_8128	Gene_653	0	False
Gene_84002	Gene_2162	0	False
Gene_84002	Gene_5286	0	False
Gene_84002	Gene_10398	0	False
Gene_84002	Gene_10544	0	False
Gene_84002	Gene_3759	0	False
Gene_84002	Gene_26261	0	False
Gene_84002	Gene_1537	0	False
Gene_84002	Gene_51083	0	False
Gene_84002	Gene_3709	0	False
Gene_84002	Gene_64132	0	False
Gene_84002	Gene_3172	0	False
Gene_84002	Gene_3927	0	False
Gene_84002	Gene_5522	0	False
Gene_84002	Gene_3352	0	False
Gene_84002	Gene_1020	0	False
Gene_84002	Gene_84618	0	False
Gene_2530	Gene_3725	0	False
Gene_2530	Gene_56998	0	False
Gene_2530	Gene_6273	0	False
Gene_2530	Gene_50814	0	False
Gene_2530	Gene_6415	0	False
Gene_2530	Gene_857	0	False
Gene_2530	Gene_3263	0	False
Gene_2530	Gene_2013	0	False
Gene_2530	Gene_79848	0	False
Gene_2530	Gene_7942	0	False
Gene_2530	Gene_7040	0	False
Gene_2530	Gene_9787	0	False
Gene_2530	Gene_4773	0	False
Gene_2530	Gene_1153	0	False
Gene_2530	Gene_6035	0	False
Gene_2530	Gene_6713	0	False
Gene_2651	Gene_5745	0	False
Gene_2651	Gene_1051	0	False
Gene_2651	Gene_8611	0	False
Gene_2651	Gene_220296	0	False
Gene_2651	Gene_3381	0	False
Gene_2651	Gene_26585	0	False
Gene_2651	Gene_10109	0	False
Gene_2651	Gene_6277	0	False
Gene_2651	Gene_23545	0	False
Gene_2651	Gene_10193	0	False
Gene_2651	Gene_6364	0	False
Gene_2651	Gene_1977	0	False
Gene_2651	Gene_177	0	False
Gene_2651	Gene_23136	0	False
Gene_2651	Gene_9723	0	False
Gene_2651	Gene_2175	0	False
Gene_54829	Gene_5354	0	False
Gene_54829	Gene_124872	0	False
Gene_54829	Gene_80381	0	False
Gene_54829	Gene_762	0	False
Gene_54829	Gene_200734	0	False
Gene_54829	Gene_1296	0	False
Gene_54829	Gene_7296	0	False
Gene_54829	Gene_10856	0	False
Gene_54829	Gene_8626	0	False
Gene_54829	Gene_6927	0	False
Gene_54829	Gene_7442	0	False
Gene_54829	Gene_51377	0	False
Gene_54829	Gene_5627	0	False
Gene_54829	Gene_1830	0	False
Gene_54829	Gene_4133	0	False
Gene_54829	Gene_9586	0	False
Gene_51182	Gene_6692	0	False
Gene_51182	Gene_7448	0	False
Gene_51182	Gene_5295	0	False
Gene_51182	Gene_55353	0	False
Gene_51182	Gene_114793	0	False
Gene_51182	Gene_10752	0	False
Gene_51182	Gene_11081	0	False
Gene_51182	Gene_1537	0	False
Gene_51182	Gene_9337	0	False
Gene_51182	Gene_27122	0	False
Gene_51182	Gene_51741	0	False
Gene_51182	Gene_6427	0	False
Gene_51182	Gene_4214	0	False
Gene_51182	Gene_3909	0	False
Gene_51182	Gene_10736	0	False
Gene_51182	Gene_28951	0	False
Gene_1825	Gene_120425	0	False
Gene_1825	Gene_11252	0	False
Gene_1825	Gene_9463	0	False
Gene_1825	Gene_2740	0	False
Gene_1825	Gene_5978	0	False
Gene_1825	Gene_2648	0	False
Gene_1825	Gene_3815	0	False
Gene_1825	Gene_3218	0	False
Gene_1825	Gene_2172	0	False
Gene_1825	Gene_25962	0	False
Gene_1825	Gene_27123	0	False
Gene_1825	Gene_10894	0	False
Gene_1825	Gene_8771	0	False
Gene_1825	Gene_6361	0	False
Gene_1825	Gene_4481	0	False
Gene_1825	Gene_80725	0	False
Gene_8277	Gene_23495	0	False
Gene_8277	Gene_4691	0	False
Gene_8277	Gene_6443	0	False
Gene_8277	Gene_9075	0	False
Gene_8277	Gene_4804	0	False
Gene_8277	Gene_3037	0	False
Gene_8277	Gene_5317	0	False
Gene_8277	Gene_4838	0	False
Gene_8277	Gene_4864	0	False
Gene_8277	Gene_23627	0	False
Gene_8277	Gene_4778	0	False
Gene_8277	Gene_5411	0	False
Gene_8277	Gene_1374	0	False
Gene_8277	Gene_3990	0	False
Gene_8277	Gene_6597	0	False
Gene_8277	Gene_9618	0	False
Gene_10539	Gene_79767	0	False
Gene_10539	Gene_3482	0	False
Gene_10539	Gene_1602	0	False
Gene_10539	Gene_163	0	False
Gene_10539	Gene_409	0	False
Gene_10539	Gene_10641	0	False
Gene_10539	Gene_3945	0	False
Gene_10539	Gene_4051	0	False
Gene_10539	Gene_51727	0	False
Gene_10539	Gene_4691	0	False
Gene_10539	Gene_6647	0	False
Gene_10539	Gene_10642	0	False
Gene_10539	Gene_4670	0	False
Gene_10539	Gene_51192	0	False
Gene_10539	Gene_2194	0	False
Gene_10539	Gene_57559	0	False
Gene_219771	Gene_4739	0	False
Gene_219771	Gene_3569	0	False
Gene_219771	Gene_11331	0	False
Gene_219771	Gene_2302	0	False
Gene_219771	Gene_191	0	False
Gene_219771	Gene_27005	0	False
Gene_219771	Gene_7075	0	False
Gene_219771	Gene_374	0	False
Gene_219771	Gene_8664	0	False
Gene_219771	Gene_2064	0	False
Gene_219771	Gene_5783	0	False
Gene_219771	Gene_23468	0	False
Gene_219771	Gene_9453	0	False
Gene_219771	Gene_23209	0	False
Gene_219771	Gene_8165	0	False
Gene_219771	Gene_8669	0	False
Gene_5111	Gene_7186	0	False
Gene_5111	Gene_8646	0	False
Gene_5111	Gene_6925	0	False
Gene_5111	Gene_10252	0	False
Gene_5111	Gene_6372	0	False
Gene_5111	Gene_3552	0	False
Gene_5111	Gene_10564	0	False
Gene_5111	Gene_4352	0	False
Gene_5111	Gene_6347	0	False
Gene_5111	Gene_408	0	False
Gene_5111	Gene_374383	0	False
Gene_5111	Gene_11168	0	False
Gene_5111	Gene_3598	0	False
Gene_5111	Gene_3761	0	False
Gene_5111	Gene_1264	0	False
Gene_5111	Gene_10606	0	False
Gene_358	Gene_54437	0	False
Gene_358	Gene_8928	0	False
Gene_358	Gene_59277	0	False
Gene_358	Gene_7185	0	False
Gene_358	Gene_55727	0	False
Gene_358	Gene_29765	0	False
Gene_358	Gene_7225	0	False
Gene_358	Gene_10763	0	False
Gene_358	Gene_843	0	False
Gene_358	Gene_842	0	False
Gene_358	Gene_1432	0	False
Gene_358	Gene_2042	0	False
Gene_358	Gene_9076	0	False
Gene_358	Gene_5831	0	False
Gene_358	Gene_23164	0	False
Gene_358	Gene_5093	0	False
Gene_10097	Gene_983	0	False
Gene_10097	Gene_26230	0	False
Gene_10097	Gene_55824	0	False
Gene_10097	Gene_8985	0	False
Gene_10097	Gene_53827	0	False
Gene_10097	Gene_26127	0	False
Gene_10097	Gene_3083	0	False
Gene_10097	Gene_7023	0	False
Gene_10097	Gene_727	0	False
Gene_10097	Gene_4851	0	False
Gene_10097	Gene_27302	0	False
Gene_10097	Gene_6361	0	False
Gene_10097	Gene_840	0	False
Gene_10097	Gene_5465	0	False
Gene_10097	Gene_7223	0	False
Gene_10097	Gene_5684	0	False
