from	to	combined_score	label
Gene_3339	Gene_126792	923	True
Gene_55132	Gene_55833	733	True
Gene_2288	Gene_2625	904	True
Gene_30009	Gene_2625	996	True
Gene_7022	Gene_2625	712	True
Gene_1655	Gene_2625	902	True
Gene_3558	Gene_2625	821	True
Gene_6688	Gene_2625	873	True
Gene_595	Gene_2625	942	True
Gene_3458	Gene_2625	789	True
Gene_1432	Gene_2625	969	True
Gene_3565	Gene_2625	937	True
Gene_3567	Gene_2625	988	True
Gene_9173	Gene_2625	724	True
Gene_3169	Gene_2625	988	True
Gene_140628	Gene_2625	923	True
Gene_1022	Gene_2625	902	True
Gene_6926	Gene_2625	701	True
Gene_7528	Gene_2625	948	True
Gene_6929	Gene_2625	955	True
Gene_2033	Gene_2625	952	True
Gene_8850	Gene_2625	926	True
Gene_3574	Gene_2625	743	True
Gene_1386	Gene_2625	913	True
Gene_6774	Gene_2625	963	True
Gene_4851	Gene_2625	824	True
Gene_7031	Gene_2625	970	True
Gene_4783	Gene_2625	753	True
Gene_6778	Gene_2625	990	True
Gene_861	Gene_2625	949	True
Gene_1493	Gene_2625	832	True
Gene_3596	Gene_2625	990	True
Gene_2353	Gene_2625	966	True
Gene_1879	Gene_2625	716	True
Gene_5241	Gene_2625	957	True
Gene_10498	Gene_2625	911	True
Gene_161882	Gene_2625	945	True
Gene_6097	Gene_2625	766	True
Gene_4088	Gene_2625	952	True
Gene_2626	Gene_2625	913	True
Gene_3320	Gene_2625	918	True
Gene_85480	Gene_2625	777	True
Gene_4602	Gene_2625	981	True
Gene_10524	Gene_2625	909	True
Gene_4089	Gene_2625	947	True
Gene_3605	Gene_2625	789	True
Gene_64919	Gene_2625	760	True
Gene_6772	Gene_2625	765	True
Gene_5451	Gene_2625	924	True
Gene_27005	Gene_2625	945	True
Gene_3725	Gene_2625	950	True
Gene_3065	Gene_2625	935	True
Gene_50943	Gene_2625	962	True
Gene_847	Gene_10549	827	True
Gene_23071	Gene_10549	958	True
Gene_6647	Gene_10549	736	True
Gene_5034	Gene_10549	819	True
Gene_538	Gene_55676	710	True
Gene_23516	Gene_55676	812	True
Gene_7779	Gene_55676	921	True
Gene_27173	Gene_55676	752	True
Gene_249	Gene_55676	800	True
Gene_3675	Gene_375790	916	True
Gene_64132	Gene_375790	907	True
Gene_11285	Gene_375790	912	True
Gene_1634	Gene_375790	945	True
Gene_3912	Gene_375790	933	True
Gene_3910	Gene_375790	921	True
Gene_5947	Gene_375790	902	True
Gene_338	Gene_375790	902	True
Gene_335	Gene_375790	900	True
Gene_4035	Gene_375790	933	True
Gene_348	Gene_375790	922	True
Gene_3915	Gene_375790	925	True
Gene_3685	Gene_375790	924	True
Gene_4036	Gene_375790	938	True
Gene_2817	Gene_375790	971	True
Gene_3918	Gene_375790	914	True
Gene_4811	Gene_375790	720	True
Gene_3680	Gene_375790	905	True
Gene_1462	Gene_375790	952	True
Gene_26229	Gene_375790	910	True
Gene_5829	Gene_375790	917	True
Gene_5058	Gene_375790	928	True
Gene_3672	Gene_375790	907	True
Gene_5651	Gene_375790	760	True
Gene_3678	Gene_375790	911	True
Gene_3673	Gene_375790	915	True
Gene_7804	Gene_375790	942	True
Gene_6383	Gene_375790	954	True
Gene_1464	Gene_375790	933	True
Gene_5062	Gene_375790	915	True
Gene_3909	Gene_375790	922	True
Gene_633	Gene_375790	951	True
Gene_5747	Gene_375790	917	True
Gene_9672	Gene_375790	945	True
Gene_5879	Gene_375790	913	True
Gene_5063	Gene_375790	915	True
Gene_10319	Gene_375790	917	True
Gene_58	Gene_375790	907	True
Gene_7402	Gene_375790	977	True
Gene_6385	Gene_375790	945	True
Gene_6714	Gene_375790	943	True
Gene_3339	Gene_375790	947	True
Gene_8874	Gene_375790	902	True
Gene_2017	Gene_375790	929	True
Gene_8516	Gene_375790	908	True
Gene_2131	Gene_375790	941	True
Gene_57144	Gene_375790	909	True
Gene_126792	Gene_375790	922	True
Gene_8074	Gene_5251	950	True
Gene_5741	Gene_5251	794	True
Gene_1758	Gene_5251	822	True
Gene_1080	Gene_1906	916	True
Gene_5594	Gene_1906	970	True
Gene_3162	Gene_1906	738	True
Gene_623	Gene_1906	928	True
Gene_5020	Gene_1906	947	True
Gene_4313	Gene_1906	946	True
Gene_1666	Gene_1906	802	True
Gene_56729	Gene_1906	709	True
Gene_2798	Gene_1906	913	True
Gene_2597	Gene_1906	717	True
Gene_1432	Gene_1906	966	True
Gene_84634	Gene_1906	914	True
Gene_2693	Gene_1906	926	True
Gene_5335	Gene_1906	901	True
Gene_2864	Gene_1906	901	True
Gene_9002	Gene_1906	901	True
Gene_1215	Gene_1906	704	True
Gene_5894	Gene_1906	920	True
Gene_2056	Gene_1906	750	True
Gene_4922	Gene_1906	933	True
Gene_2922	Gene_1906	942	True
Gene_4829	Gene_1906	929	True
Gene_9368	Gene_1906	906	True
Gene_8503	Gene_1906	919	True
Gene_2033	Gene_1906	928	True
Gene_3553	Gene_1906	731	True
Gene_5290	Gene_1906	905	True
Gene_6548	Gene_1906	933	True
Gene_3383	Gene_1906	807	True
Gene_6550	Gene_1906	959	True
Gene_3827	Gene_1906	971	True
Gene_1950	Gene_1906	956	True
Gene_84432	Gene_1906	924	True
Gene_5972	Gene_1906	830	True
Gene_1956	Gene_1906	949	True
Gene_2796	Gene_1906	937	True
Gene_351	Gene_1906	925	True
Gene_2776	Gene_1906	930	True
Gene_1636	Gene_1906	792	True
Gene_1234	Gene_1906	925	True
Gene_5731	Gene_1906	930	True
Gene_3060	Gene_1906	906	True
Gene_7412	Gene_1906	820	True
Gene_2151	Gene_1906	900	True
Gene_2150	Gene_1906	919	True
Gene_4846	Gene_1906	941	True
Gene_5604	Gene_1906	942	True
Gene_3479	Gene_1906	739	True
Gene_7200	Gene_1906	944	True
Gene_6869	Gene_1906	917	True
Gene_5028	Gene_1906	915	True
Gene_154	Gene_1906	958	True
Gene_2353	Gene_1906	767	True
Gene_2147	Gene_1906	950	True
Gene_5029	Gene_1906	925	True
Gene_2829	Gene_1906	912	True
Gene_156	Gene_1906	941	True
Gene_3952	Gene_1906	750	True
Gene_1909	Gene_1906	999	True
Gene_6863	Gene_1906	956	True
Gene_2149	Gene_1906	940	True
Gene_5032	Gene_1906	900	True
Gene_4843	Gene_1906	712	True
Gene_2863	Gene_1906	917	True
Gene_57121	Gene_1906	903	True
Gene_2520	Gene_1906	918	True
Gene_5367	Gene_1906	905	True
Gene_54331	Gene_1906	907	True
Gene_2626	Gene_1906	964	True
Gene_887	Gene_1906	918	True
Gene_1908	Gene_1906	924	True
Gene_857	Gene_1906	703	True
Gene_7204	Gene_1906	902	True
Gene_7225	Gene_1906	740	True
Gene_108	Gene_1906	905	True
Gene_2770	Gene_1906	915	True
Gene_2335	Gene_1906	796	True
Gene_5879	Gene_1906	905	True
Gene_10987	Gene_1906	908	True
Gene_405	Gene_1906	917	True
Gene_9464	Gene_1906	821	True
Gene_2911	Gene_1906	909	True
Gene_183	Gene_1906	981	True
Gene_7430	Gene_1906	915	True
Gene_5743	Gene_1906	796	True
Gene_1490	Gene_1906	862	True
Gene_4923	Gene_1906	916	True
Gene_680	Gene_1906	923	True
Gene_55970	Gene_1906	903	True
Gene_2778	Gene_1906	907	True
Gene_3725	Gene_1906	955	True
Gene_338557	Gene_1906	912	True
Gene_186	Gene_1906	956	True
Gene_4318	Gene_1906	950	True
Gene_1759	Gene_1906	903	True
Gene_6865	Gene_1906	906	True
Gene_6714	Gene_1906	971	True
Gene_1902	Gene_1906	936	True
Gene_1889	Gene_1906	993	True
Gene_4878	Gene_1906	720	True
Gene_301	Gene_1906	913	True
Gene_1910	Gene_1906	999	True
Gene_1666	Gene_7498	783	True
Gene_5947	Gene_7498	906	True
Gene_847	Gene_7498	717	True
Gene_3912	Gene_5621	900	True
Gene_3910	Gene_5621	900	True
Gene_3315	Gene_5621	785	True
Gene_3915	Gene_5621	900	True
Gene_10049	Gene_5621	900	True
Gene_2817	Gene_5621	944	True
Gene_3918	Gene_5621	900	True
Gene_351	Gene_5621	832	True
Gene_3316	Gene_5621	782	True
Gene_3308	Gene_5621	766	True
Gene_23627	Gene_5621	892	True
Gene_5340	Gene_5621	724	True
Gene_3309	Gene_5621	965	True
Gene_3909	Gene_5621	900	True
Gene_4137	Gene_5621	795	True
Gene_2534	Gene_5621	947	True
Gene_10963	Gene_5621	954	True
Gene_10319	Gene_5621	900	True
Gene_7205	Gene_4739	723	True
Gene_6790	Gene_4739	885	True
Gene_5829	Gene_4739	960	True
Gene_5347	Gene_4739	748	True
Gene_1398	Gene_4739	872	True
Gene_7791	Gene_4739	742	True
Gene_4088	Gene_4739	741	True
Gene_5781	Gene_4739	735	True
Gene_5747	Gene_4739	952	True
Gene_1399	Gene_4739	744	True
Gene_2534	Gene_4739	799	True
Gene_64780	Gene_4739	853	True
Gene_25	Gene_4739	738	True
Gene_6714	Gene_4739	772	True
Gene_2017	Gene_4739	770	True
Gene_2033	Gene_444	906	True
Gene_10987	Gene_444	906	True
Gene_405	Gene_444	901	True
Gene_3725	Gene_444	907	True
Gene_2159	Gene_444	800	True
Gene_3207	Gene_2308	710	True
Gene_30009	Gene_2308	788	True
Gene_23411	Gene_2308	995	True
Gene_5594	Gene_2308	932	True
Gene_5106	Gene_2308	824	True
Gene_7249	Gene_2308	787	True
Gene_6198	Gene_2308	716	True
Gene_595	Gene_2308	774	True
Gene_1027	Gene_2308	974	True
Gene_1432	Gene_2308	742	True
Gene_2908	Gene_2308	703	True
Gene_6402	Gene_2308	730	True
Gene_7533	Gene_2308	910	True
Gene_22933	Gene_2308	902	True
Gene_4654	Gene_2308	746	True
Gene_1019	Gene_2308	730	True
Gene_4193	Gene_2308	732	True
Gene_2660	Gene_2308	745	True
Gene_4087	Gene_2308	953	True
Gene_1387	Gene_2308	981	True
Gene_2033	Gene_2308	979	True
Gene_10000	Gene_2308	952	True
Gene_6774	Gene_2308	963	True
Gene_10891	Gene_2308	926	True
Gene_6722	Gene_2308	732	True
Gene_1017	Gene_2308	973	True
Gene_80854	Gene_2308	857	True
Gene_6502	Gene_2308	969	True
Gene_4851	Gene_2308	707	True
Gene_5468	Gene_2308	844	True
Gene_253260	Gene_2308	771	True
Gene_4846	Gene_2308	742	True
Gene_6778	Gene_2308	930	True
Gene_3479	Gene_2308	804	True
Gene_3667	Gene_2308	819	True
Gene_1051	Gene_2308	980	True
Gene_7532	Gene_2308	940	True
Gene_836	Gene_2308	745	True
Gene_3952	Gene_2308	731	True
Gene_3172	Gene_2308	795	True
Gene_6517	Gene_2308	736	True
Gene_1879	Gene_2308	707	True
Gene_2932	Gene_2308	837	True
Gene_6794	Gene_2308	901	True
Gene_51547	Gene_2308	760	True
Gene_4088	Gene_2308	978	True
Gene_468	Gene_2308	707	True
Gene_2290	Gene_2308	957	True
Gene_2810	Gene_2308	962	True
Gene_4089	Gene_2308	959	True
Gene_3716	Gene_2308	925	True
Gene_1499	Gene_2308	980	True
Gene_5562	Gene_2308	733	True
Gene_10533	Gene_2308	830	True
Gene_6720	Gene_2308	834	True
Gene_7942	Gene_2308	712	True
Gene_5602	Gene_2308	768	True
Gene_2475	Gene_2308	722	True
Gene_356	Gene_2308	963	True
Gene_6446	Gene_2308	919	True
Gene_3570	Gene_2308	916	True
Gene_1147	Gene_2308	841	True
Gene_8543	Gene_2308	910	True
Gene_5728	Gene_2308	814	True
Gene_6789	Gene_2308	920	True
Gene_8473	Gene_2308	892	True
Gene_4303	Gene_2308	920	True
Gene_367	Gene_2308	871	True
Gene_5081	Gene_2308	720	True
Gene_55243	Gene_22944	755	True
Gene_5594	Gene_6197	990	True
Gene_7249	Gene_6197	960	True
Gene_3845	Gene_6197	791	True
Gene_9088	Gene_6197	811	True
Gene_27330	Gene_6197	912	True
Gene_6548	Gene_6197	703	True
Gene_1950	Gene_6197	718	True
Gene_6722	Gene_6197	930	True
Gene_6285	Gene_6197	783	True
Gene_7248	Gene_6197	904	True
Gene_699	Gene_6197	845	True
Gene_1051	Gene_6197	953	True
Gene_2353	Gene_6197	718	True
Gene_57521	Gene_6197	787	True
Gene_5598	Gene_6197	948	True
Gene_468	Gene_6197	975	True
Gene_302	Gene_6197	711	True
Gene_4893	Gene_6197	780	True
Gene_2316	Gene_6197	738	True
Gene_3897	Gene_6197	904	True
Gene_2526	Gene_2651	923	True
Gene_7022	Gene_7020	945	True
Gene_4605	Gene_7020	909	True
Gene_348	Gene_7020	944	True
Gene_7528	Gene_7020	960	True
Gene_1387	Gene_7020	934	True
Gene_2033	Gene_7020	961	True
Gene_2064	Gene_7020	935	True
Gene_29028	Gene_7020	903	True
Gene_3815	Gene_7020	920	True
Gene_4869	Gene_7020	937	True
Gene_5308	Gene_7020	944	True
Gene_836	Gene_7020	944	True
Gene_10765	Gene_7020	900	True
Gene_27022	Gene_7020	871	True
Gene_11278	Gene_7020	711	True
Gene_5335	Gene_7222	960	True
Gene_54795	Gene_7222	791	True
Gene_8989	Gene_7222	734	True
Gene_7225	Gene_7222	937	True
Gene_51393	Gene_7222	773	True
Gene_55503	Gene_7222	720	True
Gene_3710	Gene_7222	799	True
Gene_659	Gene_7222	801	True
Gene_5732	Gene_3640	900	True
Gene_10267	Gene_3640	900	True
Gene_113091	Gene_3640	913	True
Gene_5746	Gene_3640	900	True
Gene_1392	Gene_3640	904	True
Gene_5741	Gene_3640	905	True
Gene_2838	Gene_3640	900	True
Gene_3973	Gene_3640	962	True
Gene_122042	Gene_3640	997	True
Gene_5734	Gene_3640	900	True
Gene_5729	Gene_3640	900	True
Gene_154	Gene_3640	900	True
Gene_2692	Gene_3640	900	True
Gene_5745	Gene_3640	900	True
Gene_5032	Gene_3640	900	True
Gene_2863	Gene_3640	900	True
Gene_796	Gene_3640	922	True
Gene_54331	Gene_3640	900	True
Gene_108	Gene_3640	900	True
Gene_799	Gene_3640	900	True
Gene_3360	Gene_3640	900	True
Gene_7432	Gene_3640	900	True
Gene_1586	Gene_3640	797	True
Gene_55970	Gene_3640	900	True
Gene_2778	Gene_3640	900	True
Gene_2740	Gene_3640	900	True
Gene_2691	Gene_3640	901	True
Gene_3274	Gene_3640	900	True
Gene_5311	Gene_7223	745	True
Gene_5335	Gene_7223	952	True
Gene_8989	Gene_7223	730	True
Gene_9368	Gene_7223	721	True
Gene_7225	Gene_7223	940	True
Gene_3710	Gene_7223	713	True
Gene_659	Gene_7223	818	True
Gene_7222	Gene_7223	942	True
Gene_6820	Gene_1543	918	True
Gene_412	Gene_1543	917	True
Gene_196	Gene_1543	997	True
Gene_1387	Gene_1543	906	True
Gene_7157	Gene_1543	754	True
Gene_874	Gene_1543	915	True
Gene_27306	Gene_1543	925	True
Gene_2168	Gene_1543	915	True
Gene_216	Gene_1543	932	True
Gene_9915	Gene_1543	967	True
Gene_1728	Gene_1543	753	True
Gene_10498	Gene_1543	912	True
Gene_1528	Gene_1543	887	True
Gene_405	Gene_1543	985	True
Gene_1312	Gene_1543	967	True
Gene_3290	Gene_1543	930	True
Gene_1586	Gene_1543	921	True
Gene_2941	Gene_1543	802	True
Gene_54918	Gene_2683	904	True
Gene_9342	Gene_2683	900	True
Gene_9545	Gene_2683	903	True
Gene_968	Gene_2683	904	True
Gene_5908	Gene_2683	903	True
Gene_684	Gene_2683	902	True
Gene_4853	Gene_2683	901	True
Gene_4969	Gene_2683	901	True
Gene_4854	Gene_2683	901	True
Gene_3938	Gene_2683	904	True
Gene_4060	Gene_2683	905	True
Gene_11081	Gene_2683	900	True
Gene_8128	Gene_2683	955	True
Gene_4851	Gene_2683	917	True
Gene_79888	Gene_2683	902	True
Gene_23385	Gene_2683	904	True
Gene_124872	Gene_2683	710	True
Gene_719	Gene_2683	900	True
Gene_2720	Gene_2683	926	True
Gene_84002	Gene_2683	941	True
Gene_8904	Gene_2683	900	True
Gene_3916	Gene_2683	901	True
Gene_9218	Gene_2683	900	True
Gene_2331	Gene_2683	900	True
Gene_2526	Gene_2683	915	True
Gene_2530	Gene_2683	961	True
Gene_80331	Gene_2683	902	True
Gene_84061	Gene_2683	902	True
Gene_4855	Gene_2683	900	True
Gene_10970	Gene_2683	907	True
Gene_2651	Gene_2683	953	True
Gene_1634	Gene_10631	897	True
Gene_4313	Gene_10631	829	True
Gene_1277	Gene_10631	864	True
Gene_4015	Gene_10631	733	True
Gene_6678	Gene_10631	773	True
Gene_4060	Gene_10631	792	True
Gene_1009	Gene_10631	783	True
Gene_1293	Gene_10631	773	True
Gene_1278	Gene_10631	872	True
Gene_1281	Gene_10631	907	True
Gene_3596	Gene_10631	834	True
Gene_649	Gene_10631	707	True
Gene_1303	Gene_10631	716	True
Gene_633	Gene_10631	731	True
Gene_2335	Gene_10631	863	True
Gene_1290	Gene_10631	872	True
Gene_54829	Gene_10631	701	True
Gene_1080	Gene_3301	763	True
Gene_908	Gene_3301	793	True
Gene_10576	Gene_3301	934	True
Gene_3308	Gene_3301	946	True
Gene_3309	Gene_3301	886	True
Gene_3840	Gene_3301	848	True
Gene_3320	Gene_3301	993	True
Gene_10963	Gene_3301	979	True
Gene_367	Gene_3301	937	True
Gene_51182	Gene_3301	744	True
Gene_1015	Gene_1832	704	True
Gene_5318	Gene_1832	996	True
Gene_7051	Gene_1832	923	True
Gene_5266	Gene_1832	910	True
Gene_1830	Gene_1832	989	True
Gene_1828	Gene_1832	992	True
Gene_1829	Gene_1832	994	True
Gene_999	Gene_1832	756	True
Gene_5317	Gene_1832	992	True
Gene_1824	Gene_1832	995	True
Gene_7082	Gene_1832	707	True
Gene_836	Gene_1832	916	True
Gene_11187	Gene_1832	992	True
Gene_25818	Gene_1832	913	True
Gene_147409	Gene_1832	988	True
Gene_1825	Gene_1832	988	True
Gene_22919	Gene_1832	756	True
Gene_5106	Gene_5160	847	True
Gene_55902	Gene_5160	876	True
Gene_5467	Gene_5160	900	True
Gene_6776	Gene_5160	843	True
Gene_4199	Gene_5160	933	True
Gene_8277	Gene_5160	843	True
Gene_4792	Gene_23586	931	True
Gene_4790	Gene_23586	931	True
Gene_3458	Gene_23586	873	True
Gene_5335	Gene_23586	900	True
Gene_3659	Gene_23586	815	True
Gene_7186	Gene_23586	926	True
Gene_8737	Gene_23586	947	True
Gene_7097	Gene_23586	809	True
Gene_3093	Gene_23586	935	True
Gene_84166	Gene_23586	985	True
Gene_9958	Gene_23586	750	True
Gene_843	Gene_23586	920	True
Gene_7098	Gene_23586	953	True
Gene_8772	Gene_23586	943	True
Gene_3627	Gene_23586	870	True
Gene_7706	Gene_23586	995	True
Gene_84282	Gene_23586	992	True
Gene_29110	Gene_23586	993	True
Gene_114548	Gene_23586	720	True
Gene_3716	Gene_23586	950	True
Gene_841	Gene_23586	943	True
Gene_54106	Gene_23586	840	True
Gene_6772	Gene_23586	992	True
Gene_7096	Gene_23586	841	True
Gene_27005	Gene_23586	950	True
Gene_9474	Gene_23586	978	True
Gene_1147	Gene_23586	933	True
Gene_2633	Gene_23586	747	True
Gene_10561	Gene_23586	873	True
Gene_10964	Gene_23586	869	True
Gene_3434	Gene_23586	996	True
Gene_3433	Gene_23586	915	True
Gene_7099	Gene_23586	806	True
Gene_5008	Gene_3559	719	True
Gene_5594	Gene_3559	920	True
Gene_3560	Gene_3559	996	True
Gene_1440	Gene_3559	781	True
Gene_3558	Gene_3559	999	True
Gene_3458	Gene_3559	881	True
Gene_1432	Gene_3559	919	True
Gene_3565	Gene_3559	930	True
Gene_3567	Gene_3559	965	True
Gene_9111	Gene_3559	900	True
Gene_3845	Gene_3559	920	True
Gene_8503	Gene_3559	900	True
Gene_3574	Gene_3559	887	True
Gene_10254	Gene_3559	900	True
Gene_5290	Gene_3559	902	True
Gene_867	Gene_3559	905	True
Gene_59067	Gene_3559	756	True
Gene_6774	Gene_3559	966	True
Gene_3383	Gene_3559	713	True
Gene_1950	Gene_3559	728	True
Gene_5291	Gene_3559	902	True
Gene_6777	Gene_3559	987	True
Gene_3600	Gene_3559	930	True
Gene_3562	Gene_3559	954	True
Gene_1437	Gene_3559	977	True
Gene_3636	Gene_3559	900	True
Gene_861	Gene_3559	927	True
Gene_5604	Gene_3559	908	True
Gene_1493	Gene_3559	759	True
Gene_3667	Gene_3559	910	True
Gene_3596	Gene_3559	852	True
Gene_5581	Gene_3559	906	True
Gene_3563	Gene_3559	938	True
Gene_8651	Gene_3559	938	True
Gene_9021	Gene_3559	931	True
Gene_3932	Gene_3559	954	True
Gene_85480	Gene_3559	758	True
Gene_6609	Gene_3559	900	True
Gene_5781	Gene_3559	919	True
Gene_6776	Gene_3559	979	True
Gene_3716	Gene_3559	956	True
Gene_1399	Gene_3559	900	True
Gene_6772	Gene_3559	943	True
Gene_259230	Gene_3559	900	True
Gene_4893	Gene_3559	911	True
Gene_3561	Gene_3559	994	True
Gene_6850	Gene_3559	929	True
Gene_50943	Gene_3559	984	True
Gene_5293	Gene_3559	906	True
Gene_5590	Gene_3559	900	True
Gene_1666	Gene_2745	754	True
Gene_847	Gene_2745	794	True
Gene_6647	Gene_2745	747	True
Gene_4846	Gene_2745	721	True
Gene_6240	Gene_2745	963	True
Gene_9588	Gene_2745	807	True
Gene_538	Gene_2745	772	True
Gene_4217	Gene_2745	833	True
Gene_6241	Gene_2745	914	True
Gene_10539	Gene_2745	889	True
Gene_2249	Gene_7010	784	True
Gene_27006	Gene_7010	779	True
Gene_4313	Gene_7010	950	True
Gene_3082	Gene_7010	823	True
Gene_4790	Gene_7010	903	True
Gene_4254	Gene_7010	821	True
Gene_2251	Gene_7010	779	True
Gene_1432	Gene_7010	913	True
Gene_8074	Gene_7010	713	True
Gene_3845	Gene_7010	932	True
Gene_7450	Gene_7010	770	True
Gene_5338	Gene_7010	904	True
Gene_5290	Gene_7010	921	True
Gene_2247	Gene_7010	903	True
Gene_2255	Gene_7010	777	True
Gene_1950	Gene_7010	839	True
Gene_2252	Gene_7010	781	True
Gene_5921	Gene_7010	931	True
Gene_8817	Gene_7010	752	True
Gene_5291	Gene_7010	921	True
Gene_6777	Gene_7010	949	True
Gene_3678	Gene_7010	922	True
Gene_9965	Gene_7010	768	True
Gene_2277	Gene_7010	837	True
Gene_1398	Gene_7010	916	True
Gene_3479	Gene_7010	775	True
Gene_5340	Gene_7010	941	True
Gene_947	Gene_7010	719	True
Gene_7423	Gene_7010	841	True
Gene_2250	Gene_7010	755	True
Gene_285	Gene_7010	999	True
Gene_79155	Gene_7010	950	True
Gene_2253	Gene_7010	773	True
Gene_1435	Gene_7010	880	True
Gene_1946	Gene_7010	703	True
Gene_5155	Gene_7010	878	True
Gene_5787	Gene_7010	881	True
Gene_5781	Gene_7010	955	True
Gene_6776	Gene_7010	950	True
Gene_1003	Gene_7010	855	True
Gene_5154	Gene_7010	772	True
Gene_2534	Gene_7010	910	True
Gene_2335	Gene_7010	931	True
Gene_660	Gene_7010	920	True
Gene_1942	Gene_7010	754	True
Gene_4803	Gene_7010	701	True
Gene_4893	Gene_7010	910	True
Gene_990	Gene_5218	722	True
Gene_595	Gene_5218	852	True
Gene_1022	Gene_5218	707	True
Gene_1019	Gene_5218	917	True
Gene_894	Gene_5218	942	True
Gene_898	Gene_5218	703	True
Gene_1021	Gene_5218	768	True
Gene_1017	Gene_5218	902	True
Gene_3491	Gene_5218	952	True
Gene_890	Gene_5218	952	True
Gene_896	Gene_5218	907	True
Gene_1025	Gene_5218	906	True
Gene_219771	Gene_5218	995	True
Gene_1164	Gene_5218	823	True
Gene_1594	Gene_9365	712	True
Gene_8074	Gene_9365	999	True
Gene_3480	Gene_9365	935	True
Gene_5972	Gene_9365	706	True
Gene_5741	Gene_9365	808	True
Gene_2264	Gene_9365	811	True
Gene_9965	Gene_9365	778	True
Gene_3479	Gene_9365	752	True
Gene_2990	Gene_9365	940	True
Gene_3643	Gene_9365	848	True
Gene_3667	Gene_9365	859	True
Gene_2261	Gene_9365	968	True
Gene_5167	Gene_9365	703	True
Gene_2067	Gene_675	799	True
Gene_5982	Gene_675	925	True
Gene_6790	Gene_675	725	True
Gene_8237	Gene_675	702	True
Gene_2178	Gene_675	912	True
Gene_1019	Gene_675	955	True
Gene_3364	Gene_675	947	True
Gene_83990	Gene_675	975	True
Gene_7515	Gene_675	740	True
Gene_8850	Gene_675	702	True
Gene_4683	Gene_675	970	True
Gene_1017	Gene_675	985	True
Gene_7157	Gene_675	971	True
Gene_2064	Gene_675	743	True
Gene_472	Gene_675	994	True
Gene_7486	Gene_675	973	True
Gene_5347	Gene_675	853	True
Gene_5883	Gene_675	967	True
Gene_5591	Gene_675	714	True
Gene_23047	Gene_675	856	True
Gene_9212	Gene_675	778	True
Gene_10524	Gene_675	932	True
Gene_7398	Gene_675	704	True
Gene_545	Gene_675	982	True
Gene_142	Gene_675	932	True
Gene_2316	Gene_675	732	True
Gene_5728	Gene_675	764	True
Gene_10111	Gene_675	934	True
Gene_5111	Gene_675	939	True
Gene_4953	Gene_4507	802	True
Gene_1030	Gene_4507	754	True
Gene_1080	Gene_551	936	True
Gene_1856	Gene_551	900	True
Gene_9341	Gene_551	905	True
Gene_359	Gene_551	930	True
Gene_623	Gene_551	901	True
Gene_5020	Gene_551	982	True
Gene_8976	Gene_551	900	True
Gene_2798	Gene_551	933	True
Gene_338	Gene_551	915	True
Gene_84634	Gene_551	916	True
Gene_2693	Gene_551	922	True
Gene_5732	Gene_551	900	True
Gene_2864	Gene_551	900	True
Gene_9002	Gene_551	900	True
Gene_10267	Gene_551	902	True
Gene_4922	Gene_551	946	True
Gene_2922	Gene_551	955	True
Gene_4829	Gene_551	915	True
Gene_8503	Gene_551	900	True
Gene_11252	Gene_551	900	True
Gene_4036	Gene_551	907	True
Gene_10254	Gene_551	900	True
Gene_5290	Gene_551	918	True
Gene_867	Gene_551	900	True
Gene_7474	Gene_551	900	True
Gene_3827	Gene_551	954	True
Gene_1950	Gene_551	937	True
Gene_5286	Gene_551	917	True
Gene_113091	Gene_551	940	True
Gene_84432	Gene_551	902	True
Gene_5972	Gene_551	868	True
Gene_5746	Gene_551	916	True
Gene_5868	Gene_551	907	True
Gene_1956	Gene_551	921	True
Gene_2796	Gene_551	962	True
Gene_1392	Gene_551	990	True
Gene_5741	Gene_551	956	True
Gene_2838	Gene_551	900	True
Gene_351	Gene_551	918	True
Gene_2776	Gene_551	903	True
Gene_5731	Gene_551	905	True
Gene_3060	Gene_551	944	True
Gene_3973	Gene_551	913	True
Gene_10109	Gene_551	902	True
Gene_2151	Gene_551	900	True
Gene_2150	Gene_551	900	True
Gene_122042	Gene_551	902	True
Gene_5734	Gene_551	921	True
Gene_5729	Gene_551	903	True
Gene_7200	Gene_551	966	True
Gene_6869	Gene_551	919	True
Gene_5028	Gene_551	905	True
Gene_154	Gene_551	943	True
Gene_2147	Gene_551	941	True
Gene_1212	Gene_551	900	True
Gene_5029	Gene_551	909	True
Gene_2829	Gene_551	900	True
Gene_358	Gene_551	727	True
Gene_156	Gene_551	916	True
Gene_1601	Gene_551	900	True
Gene_1909	Gene_551	934	True
Gene_274	Gene_551	903	True
Gene_2692	Gene_551	900	True
Gene_6863	Gene_551	952	True
Gene_2149	Gene_551	900	True
Gene_5745	Gene_551	907	True
Gene_5032	Gene_551	900	True
Gene_2863	Gene_551	900	True
Gene_57121	Gene_551	900	True
Gene_2520	Gene_551	927	True
Gene_796	Gene_551	956	True
Gene_5367	Gene_551	921	True
Gene_54331	Gene_551	900	True
Gene_887	Gene_551	906	True
Gene_1908	Gene_551	927	True
Gene_4862	Gene_551	913	True
Gene_7204	Gene_551	900	True
Gene_108	Gene_551	904	True
Gene_3482	Gene_551	919	True
Gene_799	Gene_551	916	True
Gene_7037	Gene_551	906	True
Gene_5869	Gene_551	900	True
Gene_3360	Gene_551	902	True
Gene_2911	Gene_551	912	True
Gene_183	Gene_551	957	True
